17655,"Health Care Food And Nutrition Focus",,,0.0,
17656,"Health Care for Women International",Psychology,"Cross Cultural Psychology",0.0,
17657,"Health Care In Canada",,,0.0,
17658,"Health Care Innovations The Journal Of The American Association Of Preferred Provider Organizations",,,0.0,
17659,"Health Care Law and Policy",Law,"Health Law",0.0,
17660,"Health Care Law Monthly",Law,"Health Law",0.0,
17661,"Health Care Law Newsletter (Weissburg and Aronson, Inc)",Law,"Health Law",0.0,
17662,"Health Care Law Newsletter Weissburg And Aronson Inc",,,0.0,
17663,"Health Care Management Philadelphia Pa",,,0.0,
17664,"Health Care Management Review","Business Administration",Miscellaneous,0.0,"Health Care Manage R"
17665,"Health Care Management Science","Management Science/Operations Research","Management Science",0.0,
17666,"Health Care Manager, The","Business Administration",Miscellaneous,0.0,
17667,"Health Care of Older People",Medicine,Miscellaneous,0.0,
17668,"Health Care Planning & Marketing: HCP & M","Business Administration",Marketing,0.0,
17669,"Health Care Reform Week",,,0.0,
17670,"Health Care Registration Newsletter for Health Care Registration Professionals","Business Administration",Miscellaneous,0.0,
17671,"Health Care Risk Report",Law,"Health Law",0.0,
17672,"Health Care Security And Safety Management",,,0.0,
17673,"Health Care Strategic Management","Social Sciences",Miscellaneous,0.0,
17674,"Health Care Supervisor",,,0.0,"Health Care Superv"
17675,"Health Care Systems",,,0.0,
17676,"Health Choices","Social Sciences",Miscellaneous,0.0,
17677,"Health Communication","Social Sciences",Communication,0.0,"Health Commun"
17678,"Health Communications And Informatics",,,0.0,"Health Commun Infor"
17679,"Health Data Management","Business Administration","Finance and Financial Services",0.0,
17680,"Health Devices",,,0.0,"Health Devices"
17681,"Health Economics",Economics,"Public Economics",0.0,"Health Econ"
17682,"Health Economics, Policy and Law",Economics,"Law and Economics",0.0,
17683,"Health Education",Education,Miscellaneous,0.0,
17684,"Health Education & Behavior","Environmental Sciences","Environmental Planning",0.0,"Health Educ Behav"
17685,"Health Education And Behavior. Supplement",,,0.0,"Health Educ Behav Suppl"
17686,"Health, Education, and Welfare Indicators",Education,Miscellaneous,0.0,
17687,"Health Education Bulletin",Education,Miscellaneous,0.0,
17688,"Health Education Journal",Education,"Education Research",0.0,"Health Educ J"
17689,"Health Education Monographs",Education,Miscellaneous,0.0,"Health Educ Quart"
17690,"Health Education Quarterly",Education,Miscellaneous,0.0,
17691,"Health Education Reports",Education,Miscellaneous,0.0,
17692,"Health Education Research",Education,"Education Research",0.0,"Health Educ Res"
17693,"Health Estate",,,0.0,
17694,"Health Estate Journal Journal Of The Institute Of Hospital Engineering",,,0.0,
17695,"Health Expectations","Social Sciences",Miscellaneous,0.0,"Health Expect"
17696,"Health Facilities Management","Electrical and Electronic Engineering","Wireless and Mobile Communication",0.0,
17697,"Health Family Media Inc",,,0.0,
17698,"Health For The Millions",,,0.0,
17699,"Health Forum Journal","Business Administration",Miscellaneous,0.0,
17700,"Health Industry Today","Social Sciences",Miscellaneous,0.0,
17701,"Health Informatics Journal",Engineering,Miscellaneous,0.0,
17702,"Health Information and Libraries Journal",Humanities,Miscellaneous,0.0,"Health Info Libr J"
17703,"Health Information Management Journal Of The Health Information Management Association Of Australia",,,0.0,
17704,"Health Insurance Law Weekly","Business Administration",Insurance,0.0,
17705,"Health Insurance Week","Business Administration",Insurance,0.0,
17706,"Health Laboratory Science","Biological Sciences",Microbiology,0.0,"Health Lab Sci"
17707,"Health Law in Canada",Law,"Health Law",0.0,
17708,"Health Law Journal",Law,"Health Law",0.0,
17709,"Health Law Litigation Reporter",Law,"Health Law",0.0,
17710,"Health Law Project Library Bulletin",Law,"Health Law",0.0,
17711,"Health Law Review",Law,"Health Law",0.0,
17712,"Health Law Vigil",Law,"Health Law",0.0,
17713,"Health Law Week",Law,"Health Law",0.0,
17714,"Health Libraries Review",,,0.0,
17715,"Health London",,,0.0,
17716,"Health Management Quarterly Hmq",,,0.0,
17717,"Health Management Technology",,,0.0,
17718,"Health Manpower Management",Medicine,Miscellaneous,0.0,
17719,"Health Marketing","Business Administration",Marketing,0.0,
17720,"Health Marketing Quarterly","Business Administration",Marketing,0.0,
17721,"Health Matrix",Law,"Health Law",0.0,
17722,"Health Matrix Cleveland Ohio 1991",,,0.0,
17723,"Health News Waltham Mass",,,0.0,
17724,"Health Physics",Medicine,Epidemiology,0.0,"Health Phys"
17725,"Health Policy",Medicine,Miscellaneous,0.0,"Health Policy"
17726,"Health Policy and Education",Education,Miscellaneous,0.0,"Health Policy Educ"
17727,"Health Policy and Planning",Economics,"Public Economics",0.0,"Health Policy Plann"
17728,"Health Progress",Humanities,Catholicism,0.0,"Health Prog"
17729,"Health Promotion",,,0.0,
17730,"Health Promotion International",Education,Miscellaneous,0.0,"Health Promot Int"
17731,"Health Promotion Journal Of Australia Official Journal Of Australian Association Of Health Promotion Professionals",,,0.0,
17732,"Health Promotion Practice",Education,Miscellaneous,0.0,
17733,"Health Psychology",Psychology,"Community & Environmental Psychology",0.0,"Health Psychol"
17734,"Health Reports",,,0.0,"Health Rep"
17735,"Health Reports Statistics Canada Canadian Centre For Health Information Rapports Sur La Sante Statistique Canada Centre Canadien D'Information Sur La Sante",,,0.0,
17736,"Health Research Policy and Systems","Business Administration","Management and Communication",0.0,
17737,"Health, Risk & Society",Psychology,"Community & Environmental Psychology",0.0,"Health Risk Soc"
17738,"Health SA Gesondheid",Medicine,Nursing,0.0,
17739,"Health Service Journal",Medicine,"Public Health and Community Medicine",0.0,"Health Serv J"
17740,"Health Services & Outcomes Research Methodology",Economics,Econometrics,0.0,
17741,"Health Services Management",,,0.0,"Health Serv Manage"
17742,"Health Services Management Research","Social Sciences",Miscellaneous,0.0,
17743,"Health Services Manager",,,0.0,
17744,"Health Services Manpower Review",,,0.0,
17745,"Health Service Report",Law,"Employment and Social Security Law",0.0,"Health Serv Rep"
17746,"Health Services Reports",Medicine,"Public Health and Community Medicine",0.0,
17747,"Health Services Research",Education,Miscellaneous,0.0,"Health Serv Res"
17748,"Health Sociology Review","Social Sciences",Sociology,0.0,
17749,"Health Statistics Quarterly",Medicine,Cancer,0.0,
17750,"Health Statistics Quarterly Office For National Statistics",,,0.0,
17751,"Health System Leader",,,0.0,
17752,"Health Systems Review","Business Administration",Miscellaneous,0.0,
17753,"Health Technology Assessment",,,0.0,"Health Technol Asses"
17754,"Health Transition Review The Cultural Social And Behavioural Determinants Of Health",,,0.0,
17755,"Health Trends",Medicine,"Public Health and Community Medicine",0.0,
17756,"Health Values",,,0.0,"Health Val"
17757,"Health Values Achieving High Level Wellness",,,0.0,"Health Values"
17758,"Health Visitor",,,0.0,
17759,Health:,"Social Sciences",Miscellaneous,0.0,
17760,"Healthcare Alabama Alabama Hospital Association",,,0.0,
17761,"Healthcare Benchmarks",,,0.0,
17762,"Healthcare Benchmarks And Quality Improvement",,,0.0,
17763,"Healthcare Computing And Communications",,,0.0,
17764,"Healthcare Counselling and Psychotherapy Journal",Psychology,Psychotherapy,0.0,
17765,"Healthcare Demand And Disease Management",,,0.0,
17766,"Healthcare Executive","Business Administration",Miscellaneous,0.0,
17767,"Healthcare Executive Currents",,,0.0,
17768,"Healthcare Facilities Management Series",,,0.0,
17769,"Healthcare Finance, Tax and Law Weekly","Business Administration","Finance and Financial Services",0.0,
17770,"Healthcare Financial Management","Business Administration","Finance and Financial Services",0.0,
17771,"Healthcare Food & Nutrition Focus","Biological Sciences","Food Science and Technology",0.0,
17772,"Healthcare Foodservice",,,0.0,
17773,"Healthcare Forum",,,0.0,
17774,"Healthcare Forum Journal",Economics,Miscellaneous,0.0,
17775,"Healthcare Hazard Management Monitor Hhmm The Newsletter Of The Center For Healthcare Environmental Management",,,0.0,
17776,"Healthcare Hazardous Materials Management (HHMM)","Materials Science",Miscellaneous,0.0,
17777,"Healthcare Hazardous Materials Management Hhmm",,,0.0,
17778,"Healthcare Informatics","Business Administration","Technological Change",0.0,
17779,"Healthcare Informatics The Business Magazine For Information And Communication Systems",,,0.0,
17780,"Healthcare Information Management Journal Of The Healthcare Information And Management Systems Society Of The American Hospital Association",,,0.0,
17781,"Healthcare Leadership And Management Report",,,0.0,
17782,"Healthcare Leadership Report",,,0.0,
17783,"Healthcare Management Forum",,,0.0,
17784,"Healthcare Marketing Report","Business Administration",Marketing,0.0,
17785,"Healthcare Mergers, Acquisition and Ventures Week","Materials Science",Miscellaneous,0.0,
17786,"Healthcare PR & Marketing News","Business Administration",Marketing,0.0,
17787,"Healthcare Purchasing News (HPN)","Materials Science",Miscellaneous,0.0,
17788,"Healthcare Quarterly Toronto Ont",,,0.0,
17789,"Healthcare Review Online",,,0.0,
17790,"Healthcare Technology and Business Opportunities","Business Administration","Technological Change",0.0,
17791,Healthcarepapers,,,0.0,
17792,HealthFacts,Medicine,Miscellaneous,0.0,
17793,Healthmarketing,,,0.0,
17794,Healthplan,,,0.0,
17795,Healthscan,,,0.0,
17796,Healthspan,,,0.0,
17797,"Healthtexas Texas Hospital Association",,,0.0,
17798,"Healthy Weight Journal",Medicine,Miscellaneous,0.0,
17799,"Hearing Journal",,,0.0,
17800,"Hearing Rehabilitation Quarterly",Psychology,Rehabilitation,0.0,
17801,"Hearing Research","Materials Science",Miscellaneous,0.0,"Hearing Res"
17802,Heart,Medicine,Cardiology,0.0,Heart
17803,"Heart Advisor The Cleveland Clinic",,,0.0,
17804,"Heart And Lung",,,0.0,"Heart Lung"
17805,"Heart And Lung Journal Of Acute And Critical Care",,,0.0,
17806,"Heart & Lung: The Journal of Acute and Critical Care",Medicine,Nursing,0.0,
17807,"Heart And Metabolism",,,0.0,
17808,"Heart and Vessels",Medicine,Miscellaneous,0.0,"Heart Vessels"
17809,"Heart And Vessels. Supplement",,,0.0,"Heart Vessels Suppl"
17810,"Heart British Cardiac Society",,,0.0,
17811,"Heart Disease",Medicine,Cardiology,0.0,
17812,"Heart Disease Weekly",Medicine,Cardiology,0.0,
17813,"Heart Drug",Medicine,Cardiology,0.0,
17814,"Heart Failure",,,0.0,
17815,"Heart Failure Clinics",,,0.0,
17816,"Heart Failure Monitor",,,0.0,
17817,"Heart Failure Reviews",Medicine,Cardiology,0.0,"Heart Fail Rev"
17818,"Heart Lung & Circulation",Medicine,Cardiology,0.0,
17819,"Heart Rhythm","Biological Sciences",Genetics,0.0,"Heart Rhythm"
17820,"Heart Surgery Forum, The",Medicine,Surgery,0.0,"Heart Surg Forum"
17821,"Heart Transplantation",,,0.0,
17822,Heartdrug,,,0.0,
17823,Heartweb,,,0.0,Heartweb
17824,"Heat and Mass Transfer",Engineering,Miscellaneous,0.0,"Heat Mass Transfer"
17825,"Heat And Mass Transfer Waerme Und Stoffuebertragung",,,0.0,
17826,"Heat And Technology",,,0.0,
17827,"Heat And Vent Engr",,,0.0,
17828,"Heat Fluid Flow",,,0.0,
17829,"Heat Recovery Systems and CHP",Engineering,"Mechanical Engineering",0.0,"Heat Recov Syst Chp"
17830,"Heat Transfer - Asian Research",Engineering,"Mechanical Engineering",0.0,
17831,"Heat Transfer Engineering",Engineering,Miscellaneous,0.0,"Heat Transfer Eng"
17832,"Heat Transfer Japanese Research",,,0.0,
17833,"Heat Transfer Research",Engineering,"Mechanical Engineering",0.0,
17834,"Heat Transfer Soviet Research",,,0.0,
17835,"Heat Treating Progress",,,0.0,
17836,"Heat Treatment Of Metals",,,0.0,"Heat Treat Met"
17837,"Heating And Air Conditioning Journal",,,0.0,
17838,"Heating And Ventilating Engnr",,,0.0,
17839,"Heating/Piping/Air Conditioning",Engineering,Miscellaneous,0.0,"Heat-Piping-Air Cond"
17840,"Heating - Plumbing, Air Conditioning",Engineering,Miscellaneous,0.0,
17841,"Heavy Vehicle Systems",,,0.0,
17842,"Heavy Vehicle Systems International Journal Of Vehicle Design",,,0.0,"Heavy Veh Syst"
17843,"Hebei Dizhi Xueyuan Xuebao / Journal of Hebei College of Geology (former title)","Earth Sciences",Geology,0.0,
17844,"Hebei Journal of Industrial Science and Technology","Materials Science",Miscellaneous,0.0,
17845,"Hebrew Annual Review",Humanities,Bible,0.0,
17846,"Hebrew Linguistics: A Journal for Hebrew Formal, Computational, Applied Linguistics, and Modern Hebrew",Linguistics,"Applied Linguistics",0.0,
17847,"Hebrew Studies: A Journal Devoted to Hebrew Language and Literature",Humanities,Bible,0.0,
17848,"Hebrew Union College Annual",,,0.0,"Hebrew Union Coll An"
17849,"Hebrew University Studies in Literature","Arts and Literature",Literature,0.0,"Hebrew U Stud Lit Ar"
17850,"Hebrew University Studies in Literature and the Arts","Arts and Literature",Literature,0.0,
17851,"HEC Forum",Humanities,"Languages and Literature",0.0,
17852,"Hecate: A Women's Interdisciplinary Journal","Social Sciences",Miscellaneous,0.0,
17853,"Hecheng Shuzhi Ji Suliao / China Synthetic Resin and Plastics","Materials Science",Plastics,0.0,
17854,"Hecheng Xiangjiao Gongye China Synthetic Rubber Industry",,,0.0,
17855,"Hedianzixue Yu Tance Jishu / Nuclear Electronics and Detection Technology","Electrical and Electronic Engineering",Miscellaneous,0.0,
17856,"Hedongli Gongcheng / Nuclear Power Engineering",Engineering,"Nuclear Engineering",0.0,
17857,"Hegel Studien",,,0.0,Hegel-Stud
17858,"Heidelberg Studies in Applied Economics and Rural Institutions",Economics,Miscellaneous,0.0,
17859,"Heidelberger Beitrage zur Umwelt-Geochemie","Earth Sciences",Geochemistry,0.0,
17860,"Heidelberger Geographischen Arbeiten",,,0.0,
17861,"Heilongjiang Dizhi / Heilongjiang Geology","Earth Sciences",Geology,0.0,
17862,"Heilongjiang Petrochemical Technology",Chemistry,Miscellaneous,0.0,
17863,"Heilpadagogische Forschung",,,0.0,"Heilpadagog Forsch"
17864,"Heim + Pflege","Arts and Literature",Miscellaneous,0.0,
17865,"Heim Und Anstalt",,,0.0,
17866,"Heim Und Pflege",,,0.0,
17867,Heimtex,,,0.0,
17868,"Hejubian Yu Dengliziti Wuli / Nuclear Fusion and Plasma Physics",Physics,"Nuclear Physics",0.0,
17869,"Helgolaender Meeresuntersuchungen","Biological Sciences","Marine Biology",0.0,
17870,"Helgolaender Wissenschaftliche Meeresuntersuchungen","Biological Sciences","Marine Biology",0.0,
17871,"Helgoland Marine Research","Biological Sciences","Marine Biology",0.0,"Helgoland Mar Res"
17872,"Helgolander Meerestuntersuchungen",,,0.0,
17873,"Helgolander Meeresuntersuchungen",,,0.0,"Helgolander Meeresun"
17874,"Helgolander Wissenschaftliche Meeresuntersuchungen",,,0.0,"Helgoland Wiss Meer"
17875,Helicobacter,"Biological Sciences",Microbiology,0.0,Helicobacter
17876,"Helicopter News","Computer and Information Science",Miscellaneous,0.0,
17877,"Helikon: Vilagirodalmi Figyelo","Arts and Literature",Literature,0.0,
17878,Helios,Linguistics,Philology,0.0,Helios
17879,"Hellas: A Journal of Poetry and the Humanities",Humanities,Miscellaneous,0.0,
17880,"Hellenic Journal of Cardiology",Medicine,Cardiology,0.0,
17881,"Hellenic journal of cardiology : HJC = Hell inverted question marknik inverted question mark kardiologik inverted question mark epithe inverted question markr inverted question marks inverted question mark",Medicine,Cardiology,0.0,
17882,"Hellenic Journal Of Gastroenterology",,,0.0,
17883,"Hellenic Journal of Nuclear Medicine",Medicine,Miscellaneous,0.0,
17884,"Hellenic Journal of Psychology",Psychology,Miscellaneous,0.0,
17885,"Hellenic Review of International Relations","Social Sciences","International Relations",0.0,
17886,"Hellenic Zoological Archives","Biological Sciences","Zoology and Animal Science",0.0,
17887,"Hellenika: Philologikon, Historikon kai Laographikon Periodikon Syngramma",Linguistics,Philology,0.0,
17888,"Hellenika Stomatologika Chronika Hellenic Stomatological Annals",,,0.0,
17889,"Hellenis Adelphe",,,0.0,
17890,"Heller Report on Educational Technology Markets",Education,"Educational Technology",0.0,
17891,Helminthologia,"Biological Sciences",Parasitology,0.0,Helminthologia
17892,"Helsinki Monitor",Economics,"Law and Economics",0.0,
17893,"Helsinki Papers in Archaeology","Social Sciences",Archaeology,0.0,
17894,"Helvetica Chimica Acta",Chemistry,Miscellaneous,0.0,"Helv Chim Acta"
17895,"Helvetica Chirurgica Acta",,,0.0,"Helv Chir Acta"
17896,"Helvetica Medica Acta",,,0.0,"Helv Med Acta"
17897,"Helvetica Odontologica Acta",,,0.0,"Helv Odontol Acta"
17898,"Helvetica Paediatrica Acta",,,0.0,"Helv Paediatr Acta"
17899,"Helvetica Physica Acta",Physics,Miscellaneous,0.0,"Helv Phys Acta"
17900,"Helvetica Physiologica et Pharmacologica Acta",Medicine,Pharmacology,0.0,"Helv Physiol Pharm A"
17901,"Hematologia - Citocinas, Inmunoterapia y Terapia Celular",Medicine,Hematology,0.0,
17902,"Hematologic Pathology",Medicine,Hematology,0.0,"Hematol Pathol"
17903,"Hematological Oncology","Biological Sciences","Cellular Biology",0.0,"Hematol Oncol"
17904,"Hématologie",Medicine,Hematology,0.0,
17905,Hematology,Medicine,Hematology,0.0,Hematology
17906,"Hematology and Cell Therapy",Medicine,Hematology,0.0,"Hematol Cell Ther"
17907,"Hematology Journal, The","Biological Sciences","Cellular Biology",0.0,"Hematol J"
17908,"Hematology/Oncology Clinics",Medicine,Hematology,0.0,
17909,"Hematology Oncology Clinics Of North America",,,0.0,"Hematol Oncol Clin N"
17910,"Hematology Reviews and Communications",Medicine,Hematology,0.0,
17911,"Hematology The Education Program Of The American Society Of Hematology American Society Of Hematology Education Program",,,0.0,
17912,"Hematology Week",Medicine,Hematology,0.0,
17913,"Hematopathology & Molecular Hematology",Medicine,Hematology,0.0,"Hematopathol Mol Hem"
17914,"Hemijska Vlakna",,,0.0,
17915,"Hemingway Review, The",Linguistics,Miscellaneous,0.0,
17916,Hemisphere,Humanities,Miscellaneous,0.0,
17917,"Hemodialysis International",Medicine,"Nephrology, Urology",0.0,
17918,Hemoglobin,Medicine,Physiology,0.0,Hemoglobin
17919,"Henan Dizhi / Henan Geology","Earth Sciences",Geology,0.0,
17920,"Henley Manager Update","Business Administration",Miscellaneous,0.0,
17921,"Henry E. Sigerist Supplements to the Bulletin of the History of Medicine, The",Medicine,"History of Medicine",0.0,
17922,"Henry Ford Hospital Medical Journal",,,0.0,"Henry Ford Hos Med J"
17923,"Henry James Review",,,0.0,"Henry James Rev"
17924,"HEPAC (Health Economics in Prevention and Care)",Economics,Miscellaneous,0.0,
17925,"Hepac Health Economics In Prevention And Care",,,0.0,
17926,"Hepatitis Weekly","Biological Sciences",Immunology,0.0,
17927,"Hépato-Gastro",Medicine,"Gastroenterology and Hepatology",0.0,
17928,Hepato-Gastroenterology,Medicine,"Gastroenterology and Hepatology",0.0,Hepato-Gastroenterol
17929,"Hepatobiliary And Pancreatic Diseases International",,,0.0,
17930,Hepatology,"Biological Sciences",Immunology,0.0,Hepatology
17931,"Hepatology Baltimore Md",,,0.0,
17932,"Hepatology Research",Medicine,Miscellaneous,0.0,"Hepatol Res"
17933,"Hephaistos: A Quarterly Devoted to Computer Research in the Humanities",Humanities,Miscellaneous,0.0,
17934,"Herald (Rock Hill, SC)","Arts and Literature","Visual and Performing Arts",0.0,
17935,"Herald of Library Science",Humanities,"Library Science",0.0,
17936,"Herald of the Russian Academy of Sciences",Education,"Science Education",0.0,"Her Russ Acad Sci"
17937,"Herb, Spice, and Medicinal Plant Digest, The","Biological Sciences","Soil Sciences",0.0,
17938,"Herba Polonica",,,0.0,"Herba Pol"
17939,"Herbs, Spices, and Medicinal Plants","Biological Sciences","Plant Sciences",0.0,
17940,Hercynia,"Biological Sciences",Botany,0.0,
17941,"Herder Korrespondenz",Humanities,Religion,0.0,
17942,"Hereditary Cancer in Clinical Practice","Biological Sciences",Genetics,0.0,
17943,Hereditas,"Biological Sciences",Genetics,0.0,Hereditas
17944,"Hereditas Genetiskt Arkiv",,,0.0,"Hereditas-Genetisk A"
17945,Heredity,"Biological Sciences",Biometry,0.0,Heredity
17946,"Herefordshire Ornithological Club Annual Report","Biological Sciences",Ornithology,0.0,
17947,Heresies,Humanities,Feminism,0.0,
17948,Heritage,Humanities,"Languages and Literature",0.0,
17949,Herizons,"Social Sciences",Miscellaneous,0.0,
17950,Hermathena,,,0.0,Hermathena
17951,Hermes,Linguistics,Philology,0.0,
17952,"Hermes Zeitschrift Für Klassische Philologie",,,0.0,"Hermes-Z Klass Philo"
17953,Hernia,Medicine,Surgery,0.0,
17954,"Hernia The Journal Of Hernias And Abdominal Wall Surgery",,,0.0,
17955,Herodote,,,0.0,
17956,"Heroin Addiction And Related Clinical Problems",,,0.0,
17957,Heron,,,0.0,
17958,"Herpes: The Journal of the IHMF","Biological Sciences",Virology,0.0,
17959,Herpetofauna,,,0.0,
17960,Herpetologica,"Biological Sciences",Miscellaneous,0.0,Herpetologica
17961,"Herpetological Bulletin",,,0.0,
17962,"Herpetological Journal",,,0.0,"Herpetol J"
17963,"Herpetological Monographs","Biological Sciences",Miscellaneous,0.0,"Herpetol Monogr"
17964,"Herpetological Review",,,0.0,
17965,Herz,,,0.0,Herz
17966,"Herz - Kardiovaskuläre Erkrankungen",Medicine,Cardiology,0.0,
17967,"Herz Kreislauf",,,0.0,"Herz Kreislauf"
17968,Herzschrittmacher,,,0.0,
17969,"Herzschrittmachertherapie & Elektrophysiologie",Medicine,Miscellaneous,0.0,
17970,"Herzschrittmachertherapie Und Elektrophysiologie",,,0.0,
17971,Hesperia,"Arts and Literature",Literature,0.0,Hesperia
17972,"Hesperia - Supplement","Arts and Literature","Art History",0.0,
17973,"Heteroatom Chemistry",Chemistry,"Applied Chemistry",0.0,"Heteroatom Chem"
17974,Heterocycles,Chemistry,Miscellaneous,0.0,Heterocycles
17975,"Heterocyclic Communications",Chemistry,Miscellaneous,0.0,"Heterocycl Commun"
17976,Heterofonia,,,0.0,Heterofonia
17977,"Heterogeneous Chemistry Reviews",Chemistry,Miscellaneous,0.0,"Heterogen Chem Rev"
17978,"Heteropterus Revista de Entomologia","Biological Sciences",Entomology,0.0,
17979,"Heuresis: Revista Electrónica de Investigación Curricular y Educativa",Education,Miscellaneous,0.0,
17980,"Hewlett-Packard Journal","Business Administration",Miscellaneous,0.0,"Hewlett-Packard J"
17981,"Heythrop Journal, The",Humanities,Theology,0.0,
17982,"Heythrop Journal A Quarterly Review Of Philosophy And Theology",,,0.0,"Heythrop J"
17983,"HFN The Weekly Newspaper for the Home Furnishing Network","Social Sciences",Miscellaneous,0.0,
17984,"Hidrobiologiya (Sofiya) / Hydrobiology (Sofia)","Biological Sciences",Hydrobiology,0.0,
17985,"Hidrotehnica, Gospodarirea Apelor - Meteorologia","Earth Sciences",Meteorology,0.0,
17986,"HIG (Hawaii Institute of Geophysics)","Earth Sciences",Geophysics,0.0,
17987,"Higginson Journal",,,0.0,"Higginson J"
17988,"High Ability Studies","Business Administration","Management and Communication",0.0,"High Abil Stud"
17989,"High Altitude Medicine & Biology",Medicine,"Nephrology, Urology",0.0,"High Alt Med Biol"
17990,"High Blood Pressure and Cardiovascular Prevention",Medicine,Cardiology,0.0,
17991,"High Energy Chemistry",Chemistry,Photochemistry,0.0,"High Energ Chem"
17992,"High Energy Density Physics",Physics,Miscellaneous,0.0,
17993,"High Energy Physics And Nuclear Physics Chinese Edition",,,0.0,"High Energ Phys Nuc"
17994,"High Energy Physics And Nuclear Physics English Edition",,,0.0,"High Energ Phys Nucl"
17995,"High Energy Physics Libraries Webzine",Physics,Miscellaneous,0.0,
17996,"High Fidelity (Musical America edition)","Arts and Literature",Music,0.0,
17997,"High Performance Composites",,,0.0,
17998,"High Performance Plastics","Materials Science",Plastics,0.0,
17999,"High Performance Polymers",Chemistry,"Applied Chemistry",0.0,"High Perform Polym"
18000,"High Performance Structures And Materials",,,0.0,
18001,"High Performance Structures and Materials Series",Engineering,Miscellaneous,0.0,
18002,"High Performance Systems The Magazine For Technology Champions",,,0.0,"High Perform Syst"
18003,"High Performance Textiles",Engineering,Miscellaneous,0.0,
18004,"High Pressure Research",,,0.0,"High Pressure Res"
18005,"High School Behavioral Science",,,0.0,"High School Beh Sci"
18006,"High School Journal",Education,"Education Research",0.0,
18007,"High School Magazine",Education,"Educational Change",0.0,
18008,"High-School Mathematics",Education,"Mathematics Education",0.0,
18009,"High Speed Ground Transportation J",,,0.0,
18010,"High-Speed Internet Access",Engineering,Miscellaneous,0.0,
18011,"High Speed Surface Craft",,,0.0,
18012,"High Tech Ceramics News","Materials Science",Ceramics,0.0,
18013,"High - Tech Marketing","Business Administration",Marketing,0.0,
18014,"High Tech Materials Alert","Materials Science",Miscellaneous,0.0,
18015,"High-Technology &Industuialigation","Business Administration","Technological Change",0.0,
18016,"High Technology Business","Business Administration","Technological Change",0.0,
18017,"High Technology Letters","Materials Science",Miscellaneous,0.0,
18018,"High Temperature",Engineering,"Chemical Engineering",0.0,"High Temp"
18019,"High Temperature and Materials Science","Materials Science","Materials Science",0.0,"High Temp Mat Sci"
18020,"High Temperature Material Processes",Engineering,Welding,0.0,"High Temp Mater P-Us"
18021,"High Temperature Materials and Processes","Materials Science",Ceramics,0.0,"High Temp Mat Pr-Isr"
18022,"High Temperature Science",,,0.0,"High Temp Sci"
18023,"High Temperature Technology",,,0.0,"High Temp Technol"
18024,"High Temperatures High Pressures",,,0.0,"High Temp-High Press"
18025,"High Volume Printing: HVP",Humanities,Miscellaneous,0.0,
18026,"High Yield Report","Business Administration",Miscellaneous,0.0,
18027,"Higher Education",Education,"Comparative Education",0.0,"High Educ"
18028,"Higher education and national affairs",Education,Miscellaneous,0.0,
18029,"Higher Education: Handbook of Theory and Research",Education,Miscellaneous,0.0,
18030,"Higher Education in Chemical Engineering",Education,Miscellaneous,0.0,
18031,"Higher Education in Europe",Education,Miscellaneous,0.0,
18032,"Higher Education Management",Education,Miscellaneous,0.0,
18033,"Higher Education Management and Policy","Business Administration","Public and Non-Profit Management",0.0,
18034,"Higher Education Perspectives",Education,Miscellaneous,0.0,
18035,"Higher Education Policy",Economics,"Law and Economics",0.0,
18036,"Higher Education Policy Series (London)",Education,Miscellaneous,0.0,
18037,"Higher Education Quarterly",Education,Miscellaneous,0.0,"High Educ Q"
18038,"Higher Education Research and Development",Education,"Education Research",0.0,
18039,"Higher Education Review",Education,Miscellaneous,0.0,"High Educ Rev"
18040,"Higher-Order and Symbolic Computation","Computer and Information Science","Artificial Intelligence",0.0,
18041,"Highh Performance Textiles",,,0.0,
18042,"Highlights of Agricultural Research, Alabama Agricultural Experiment Station","Biological Sciences","Agricultural Science",0.0,
18043,"Highway and Heavy Construction",Engineering,Miscellaneous,0.0,"Highway Heavy Constr"
18044,"Highway and Heavy Construction Products",Engineering,Miscellaneous,0.0,
18045,"Highway Engineer",,,0.0,"Highway Eng"
18046,"Highway engineering in Australia : transportation planning, design, construction, operations",Engineering,Miscellaneous,0.0,
18047,Highways,,,0.0,
18048,"Highways And Transportation",,,0.0,
18049,"Highways Croydon England",,,0.0,
18050,"Higijena: Casopis za Higijenu, Mikrobiologiju, Epidemiologiju i Sanitarnu Tehniku",Medicine,Epidemiology,0.0,
18051,Hilgardia,"Biological Sciences","Agricultural Science",0.0,Hilgardia
18052,"Hilger Journal",,,0.0,"Hilger J"
18053,"Hillside Journal of Clinical Psychiatry",Psychology,Psychiatry,0.0,
18054,"Himalayan Geology (former title)","Earth Sciences",Geology,0.0,
18055,"Himalayan Journal of Environment and Zoology","Biological Sciences","Zoology and Animal Science",0.0,
18056,"Hindu-Christian Studies Bulletin",Humanities,Christianity,0.0,
18057,"Hindustan Antibiotics Bulletin",,,0.0,"Hindustan Antibiot Bull"
18058,"HINES World","Computer and Information Science",Miscellaneous,0.0,
18059,Hinterland,,,0.0,
18060,"Hinyokika Kiyo. Acta Urologica Japonica",,,0.0,"Hinyokika Kiyo"
18061,"Hip International",Medicine,Surgery,0.0,"Hip Int"
18062,Hippocampus,Medicine,Neuroscience,0.0,Hippocampus
18063,"Hippokrates Helsinki Finland",,,0.0,
